"","WQ_Station_Name","River.Type","River.Name","Date","pH","DO","BOD","COD","SS","TN","TP","TOC","WT","EC","DTN","NH3N","NO3N","DTP","PO4P","Chlorophyll"
"190","T3b","T","YG",2001-10-09,8.6,13.4,1.1,2.1,5.6,1.728,0.038,NA,22,318,NA,0.006,1.515,NA,NA,NA
"191","T3a","T","YG",2001-10-09,7.4,11.1,2,2.4,10.5,1.834,0.062,NA,22,323,NA,0.011,1.533,NA,NA,NA
"192","T5a","T","WE",2001-10-09,7.9,8.8,1.8,2.8,4.3,1.962,0.01,NA,17,290,NA,0.098,1.245,NA,NA,NA
"193","T9a","T","HG",2001-10-09,7.7,8.8,0.5,2.3,8.4,1.656,0.093,NA,18,100,NA,0.026,1.049,NA,NA,NA
"194","M6","M","ND",2001-10-11,7.8,9.9,1.2,3.2,6.3,1.816,0.076,NA,17,220,NA,0.057,1.468,NA,NA,NA
"195","M4","M","ND",2001-10-11,7.8,9.7,1.2,3.2,14.2,1.701,0.076,NA,18,220,NA,0.02,1.235,NA,NA,NA
"196","M5","M","ND",2001-10-11,7.7,9.7,1.4,4,19.8,1.874,0.049,NA,17,200,NA,0.027,1.126,NA,NA,NA
"197","T8a","T","HO",2001-10-12,7.7,9.5,1.3,3.6,2.6,2.011,0.012,NA,22,130,NA,0.05,1.389,NA,NA,NA
"198","M14","M","ND",2001-10-26,8.9,9.3,4,6.6,15,2.894,0.166,NA,21,272,NA,0.036,2.359,NA,0.042,74
"199","M8","M","ND",2001-10-27,7.8,8.6,1.8,4.1,12.1,1.867,0.084,NA,20,225,NA,0.219,1.265,NA,NA,NA
"200","M7","M","ND",2001-10-27,7.8,8.4,1.8,3.9,11.5,1.771,0.088,NA,20,225,NA,0.242,1.318,NA,NA,NA
"201","T3b","T","YG",2001-11-02,7.7,9.1,0.3,2.2,2.5,0.907,0.038,NA,17,312,NA,0.002,0.289,NA,NA,NA
"202","T7a","T","KH",2001-11-02,8.3,10.8,2.8,6.8,5.6,5.388,0.433,NA,16,393,NA,0.279,4.605,NA,0.203,5.2
"203","T3a","T","YG",2001-11-02,7.4,10.1,0.5,2.2,6.7,0.946,0.029,NA,17,290,NA,0.003,0.516,NA,NA,NA
"204","M6","M","ND",2001-11-05,7.8,10.1,0.8,3,2.7,2.538,0.029,NA,11,200,NA,0.075,2.286,NA,NA,NA
"205","M4","M","ND",2001-11-05,7.8,10.6,0.8,3.2,2.7,2.458,0.047,NA,11,200,NA,0.03,1.586,NA,NA,NA
"206","M5","M","ND",2001-11-05,7.8,10.4,0.9,3.2,3.8,1.767,0.029,NA,11,200,NA,0.033,1.584,NA,NA,NA
"207","T8a","T","HO",2001-11-05,8.4,11.5,1,3.6,1.9,1.744,0.042,NA,13,130,NA,0.127,1.12,NA,NA,NA
"208","T5a","T","WE",2001-11-07,8,11,1.7,3.2,2.1,3.061,0.042,NA,10,240,NA,0.128,2.564,NA,NA,NA
"209","T9a","T","HG",2001-11-09,8,9.4,0.9,2.4,8.8,1.057,0.02,NA,14,111,NA,0.052,0.761,NA,NA,NA
"210","M14","M","ND",2001-11-24,8.1,9.6,3,6.9,12,3.36,0.132,NA,15,278,NA,0.146,2.812,NA,0.029,58.3
"211","M8","M","ND",2001-11-25,7.8,9.8,1.3,3.7,9.8,2.661,0.098,NA,13,245,NA,0.139,1.593,NA,NA,NA
"212","M7","M","ND",2001-11-25,7.8,9.8,1.4,3.5,10.6,2.636,0.128,NA,13,245,NA,0.19,1.832,NA,NA,NA
"213","T11b","T","MR",2001-11-27,7.1,8.9,1.4,3.4,4,2.29,0.072,NA,18,175,NA,0.063,2.089,NA,NA,NA
"214","M15","M","ND",2001-11-27,6.2,9.5,2.4,6.3,14,3.152,0.125,NA,18,310,NA,0.098,2.871,NA,NA,NA
"215","M1","M","ND",2001-11-27,7.4,7.6,1.2,4.2,1.4,1.615,0.029,NA,15,145,NA,0.074,1.096,NA,0.016,0.9
"216","T11a","T","MR",2001-11-27,6.9,9.5,0.9,2.3,7,1.844,0.034,NA,18,155,NA,0.02,1.594,NA,NA,NA
"217","M10","M","ND",2001-11-30,8,9.8,2.7,6,11.8,4.305,0.241,NA,15,378,NA,0.387,3.18,NA,0.037,9.8
"218","T7b","T","KH",2001-11-30,7.6,8,3.4,8.1,6.1,7.521,0.603,NA,15,602,NA,0.666,5.917,NA,0.194,9.3
"219","M9","M","ND",2001-11-30,7.8,10,2,4.6,9.5,2.525,0.11,NA,14,232,NA,0.17,1.89,NA,NA,NA
"220","M11","M","ND",2001-11-30,8,9.9,2.7,6.1,12.6,4.36,0.189,NA,15,385,NA,0.373,2.749,NA,NA,NA
"221","T8a","T","HO",2001-12-03,8,13.3,1.5,3,5.6,2.987,0.05,NA,7,130,NA,0.037,2.501,NA,0.033,1.4
"222","M11","M","ND",2001-12-04,8,11.7,3,7,11.2,5.518,0.103,NA,7,463,NA,0.664,4.319,NA,0.092,9.2
"223","M6","M","ND",2001-12-05,8.3,11.8,0.9,3,1.9,2.751,0.052,NA,5,180,NA,0.128,2.296,NA,0.017,0.9
"224","M4","M","ND",2001-12-05,8,10.8,0.8,3,4.7,2.624,0.047,NA,5,190,NA,0.023,2.339,NA,0.019,0.9
"225","M5","M","ND",2001-12-05,8,10.5,0.8,3,2.6,2.715,0.079,NA,5,190,NA,0.045,2.367,NA,0.021,1.2
"226","T5a","T","WE",2001-12-05,8,11.5,0.8,3,3,3.723,0.093,NA,6,260,NA,0.075,3.373,NA,0.014,3
"227","T9a","T","HG",2001-12-05,8.4,11.4,0.4,2.7,6.4,1.739,0.012,NA,8,131,NA,0.004,0.916,NA,0.002,2.3
"228","T3b","T","YG",2001-12-11,7.9,15.4,1.3,3.1,0.2,2.388,0.053,NA,6,369,NA,0.005,2.255,NA,0.05,4.8
"229","T3a","T","YG",2001-12-11,7.6,13.3,0.7,2.4,15.1,1.92,0.01,NA,6,352,NA,0.031,1.538,NA,0.004,2.9
"230","M14","M","ND",2001-12-21,7.9,12,4.1,7,11.6,3.963,0.141,NA,7,300,NA,0.262,3.389,NA,0.08,57.1
"231","M8","M","ND",2001-12-23,7.8,11.8,1.4,3.5,6,3.654,0.119,NA,8,270,NA,0.227,2.784,NA,0.03,1.1
"232","M7","M","ND",2001-12-23,7.9,12.1,1.3,3.6,6.2,3.518,0.135,NA,8,275,NA,0.236,2.776,NA,0.04,1.2
"233","M10","M","ND",2001-12-27,8,11.2,2.7,6.3,9.6,5.469,0.224,NA,8,455,NA,0.49,3.972,NA,0.199,11.9
"234","T7b","T","KH",2001-12-27,7.8,9.4,3.4,9.1,8.1,8.872,0.37,NA,10,755,NA,0.932,6.99,NA,0.257,6.3
"235","M9","M","ND",2001-12-27,8.1,11.8,1.5,3.7,5.8,3.631,0.102,NA,8,263,NA,0.178,2.571,NA,0.042,9.9
"236","T11b","T","MR",2001-12-28,7.6,9.3,1.7,3.3,6,3.483,0.101,NA,8,175,NA,0.007,3.472,NA,0.071,6.3
"237","M15","M","ND",2001-12-28,7.9,10.4,4.7,7.5,15,3.996,0.13,NA,8,280,NA,0.15,3.301,NA,0.018,120.2
"238","M1","M","ND",2001-12-28,7.6,8.4,1,4,2.4,1.81,0.058,NA,10,148,NA,0.187,1.21,NA,0.017,1
"239","T11a","T","MR",2001-12-28,7.8,10.6,1.6,2.7,9,1.976,0.024,NA,9,95,NA,0.003,1.954,NA,0.013,3.4
"240","T7a","T","KH",2001-12-30,7.9,10.9,3.8,7.2,4.9,7.697,0.595,NA,8,403,NA,0.571,6.459,NA,0.239,4.8
"241","T11b","T","MR",2002-01-02,7.9,13,1.8,4.1,12,3.18,0.101,NA,2,120,NA,0.078,2.727,NA,NA,NA
"242","M15","M","ND",2002-01-02,8.1,14.3,4.5,6.6,16,4.718,0.12,NA,3,320,NA,0.309,3.596,NA,NA,NA
"243","M1","M","ND",2002-01-02,7.7,10.2,0.8,3.4,2.2,1.81,0.063,NA,4,140,NA,0.113,1.209,NA,0.024,5
"244","T11a","T","MR",2002-01-02,8.1,13.5,1.8,2.9,9,2.392,0.005,NA,3,145,NA,0.102,2.124,NA,NA,NA
"245","T7a","T","KH",2002-01-04,7.7,11.2,5.2,8.1,5.8,8.894,0.633,NA,5,335,NA,0.776,5.863,NA,0.221,6
"246","T8a","T","HO",2002-01-08,8.1,12.6,1,3.4,4,3.824,0.069,NA,4,140,NA,0.04,2.874,NA,NA,NA
"247","M6","M","ND",2002-01-09,7.9,13,1.1,3.4,6.7,2.893,0.068,NA,0,150,NA,0.088,2.358,NA,NA,NA
"248","M4","M","ND",2002-01-09,7.8,13.8,1,3.2,4.2,2.874,0.06,NA,0,160,NA,0.087,2.353,NA,NA,NA
"249","M5","M","ND",2002-01-09,7.8,12.7,0.9,3,3.9,2.911,0.088,NA,0,150,NA,0.11,2.346,NA,NA,NA
"250","T9a","T","HG",2002-01-10,8.2,13.6,0.8,2.7,10.1,1.831,0.016,NA,4,114,NA,0.002,1.341,NA,0.002,NA
"251","T5a","T","WE",2002-01-16,7.9,10.8,1.3,4.4,18.8,4.01,0.081,NA,6,260,NA,0.133,3.806,NA,NA,NA
"252","T3b","T","YG",2002-01-18,7.4,11.8,1.5,4.1,2.5,2.304,0.038,NA,8,153,NA,0.119,2.05,NA,NA,NA
"253","T3a","T","YG",2002-01-18,7.6,11.4,1,2.9,2.1,2.352,0.024,NA,7,140,NA,0.048,2.205,NA,NA,NA
"254","M14","M","ND",2002-01-24,7.6,10.4,3,5.4,9,4.711,0.132,NA,4,301,NA,0.642,3.709,NA,0.087,37.4
"255","M8","M","ND",2002-01-24,7.7,11.1,1.9,5.4,7,3.795,0.105,NA,4,410,NA,0.788,2.392,NA,NA,NA
"256","M7","M","ND",2002-01-24,7.7,11.1,1.7,5.5,8,3.583,0.123,NA,4,400,NA,0.81,2.371,NA,NA,NA
"257","M10","M","ND",2002-01-31,7.8,11.2,3.2,6.8,7,5.817,0.23,NA,4,490,NA,0.604,4.549,NA,0.052,15.4
"258","T7b","T","KH",2002-01-31,7.7,10,3.8,9.8,6.3,8.649,0.427,NA,5,758,NA,1.075,6.459,NA,0.212,5.8
"259","M9","M","ND",2002-01-31,8,12.7,1.4,3.8,9.8,3.816,0.107,NA,4,245,NA,0.42,2.648,NA,NA,NA
"260","M11","M","ND",2002-01-31,7.8,11.4,3.2,6.7,9.1,6.394,0.131,NA,6,473,NA,0.774,4.706,NA,NA,NA
"261","T9a","T","HG",2002-02-01,8.2,12.7,0.5,2,1.1,1.457,0.016,NA,8,116,NA,0,1.348,NA,0.009,NA
"262","M10","M","ND",2002-02-05,7.7,11.7,2.2,5.8,16.4,5.561,0.27,NA,4,315,NA,0.639,4.355,NA,0.046,8
"263","T7b","T","KH",2002-02-05,7.6,10.3,3.7,8.2,7.2,8.238,0.619,NA,5,483,NA,0.605,5.964,NA,0.21,5.3
"264","M9","M","ND",2002-02-05,7.8,12.4,1.5,4.2,9,4.125,0.113,NA,4,210,NA,0.53,3.056,NA,NA,NA
"265","M6","M","ND",2002-02-05,7.6,12.4,0.7,1.8,2.5,3.016,0.076,NA,5,190,NA,0.097,2.457,NA,NA,NA
"266","M4","M","ND",2002-02-05,7.6,11.9,0.8,2,3,2.744,0.06,NA,4,190,NA,0.107,2.327,NA,NA,NA
"267","M5","M","ND",2002-02-05,7.6,12.2,0.7,2,3,2.862,0.076,NA,4,190,NA,0.112,2.298,NA,NA,NA
"268","M11","M","ND",2002-02-05,7.7,12.1,2.4,5.8,16.6,5.191,0.198,NA,4,310,NA,0.676,3.969,NA,NA,NA
"269","T3b","T","YG",2002-02-07,7.8,10.6,0.9,2.3,0.5,2.87,0.038,NA,7,261,NA,0.173,2.68,NA,NA,NA
"270","T3a","T","YG",2002-02-07,7.8,10.3,1,1.9,0.2,2.338,0.024,NA,7,265,NA,0.051,2.175,NA,NA,NA
"271","T5a","T","WE",2002-02-14,7.8,12.8,1.4,2.8,1.4,4.348,0.112,NA,6,230,NA,0.223,3.945,NA,NA,NA
"272","T8a","T","HO",2002-02-20,8.2,14.3,1.6,3.6,3.9,3.26,0.058,NA,8,150,NA,0.123,2.748,NA,NA,NA
"273","M14","M","ND",2002-02-21,7.4,10.9,3.3,5.9,14.6,4.703,0.168,NA,5,212,NA,0.644,3.62,NA,0.094,19.8
"274","M8","M","ND",2002-02-22,7.6,12.2,1.2,3.4,8.2,4.157,0.117,NA,5,200,NA,0.847,2.74,NA,NA,NA
"275","M7","M","ND",2002-02-22,7.7,11.9,1.3,3.4,7.8,4.017,0.121,NA,5,205,NA,0.882,2.736,NA,NA,NA
"276","T11b","T","MR",2002-02-26,7.5,12,1.4,3.3,5,4.115,0.12,NA,5,150,NA,0.191,3.56,NA,NA,NA
"277","M15","M","ND",2002-02-26,7.5,12,1.7,5.5,7,4.399,0.134,NA,4,210,NA,0.475,3.444,NA,NA,NA
"278","M1","M","ND",2002-02-26,7.7,11.4,0.7,3.2,2.4,1.608,0.053,NA,4,150,NA,0.076,1.17,NA,0.025,1
"279","T11a","T","MR",2002-02-26,7.5,12.9,1.4,3.1,1,3.658,0.019,NA,5,130,NA,0.074,3.254,NA,NA,NA
"280","T7a","T","KH",2002-02-28,8,13,4.9,6.9,4.8,8.051,0.55,NA,6,288,NA,0.629,4.959,NA,0.232,4.2
"281","T11b","T","MR",2002-03-04,8.8,10.5,4.5,6,14,4.072,0.158,NA,11,190,NA,0.199,2.682,NA,0.031,62.4
"282","M15","M","ND",2002-03-04,9.2,12.6,6.4,8.1,18,4.807,0.149,NA,10,330,NA,0.279,3.57,NA,0.028,163.3
"283","T7a","T","KH",2002-03-04,8.4,13.4,7.4,9.4,7.5,6.952,0.509,NA,11,383,NA,0.396,5.402,NA,0.157,74.8
"284","T11a","T","MR",2002-03-04,8.3,9,2.4,2.3,8,2.965,0.034,NA,12,150,NA,0.063,2.374,NA,0.016,7.3
"285","M1","M","ND",2002-03-05,7.8,12.2,0.9,3.4,2.1,1.652,0.118,NA,6,165,NA,0.115,1.158,NA,0.064,2.2
"286","M10","M","ND",2002-03-07,8.5,13,5.6,9.6,23.8,5.442,0.254,NA,10,530,NA,0.66,3.688,NA,0.14,115
"287","T7b","T","KH",2002-03-07,7.8,9.4,6,10.7,10.7,9.418,0.528,NA,11,850,NA,0.71,5.781,NA,0.206,82.7
"288","M9","M","ND",2002-03-07,8.8,13.2,3.3,6.4,15.4,4.683,0.207,NA,10,258,NA,0.656,2.5,NA,0.071,72.6
"289","M6","M","ND",2002-03-07,7.8,13.2,1,2.8,3.7,3.127,0.071,NA,6,180,NA,0.102,2.373,NA,0.061,9.4
"290","M4","M","ND",2002-03-07,7.6,12.6,0.8,2.8,5.1,2.959,0.06,NA,5,190,NA,0.107,2.542,NA,0.052,7.8
"291","M5","M","ND",2002-03-07,7.6,12.7,0.9,3,5.6,3.212,0.078,NA,5,190,NA,0.192,2.605,NA,0.055,7.6
"292","M11","M","ND",2002-03-07,8.8,12.9,5.9,10.2,23.3,5.354,0.198,NA,11,500,NA,0.553,3.667,NA,0.099,109.6
"293","T3b","T","YG",2002-03-08,8.2,13.8,0.7,3.2,3.2,2.842,0.053,NA,7,310,NA,0.083,2.4,NA,0.051,2.4
"294","T3a","T","YG",2002-03-08,7.6,11.4,0.9,2,1.3,2.251,0.01,NA,6,306,NA,0.065,1.7,NA,0.002,1.2
"295","T8a","T","HO",2002-03-08,8,12.8,2.2,5,3.3,3.006,0.068,NA,11,160,NA,0.102,2.131,NA,0.055,11.9
"296","T9a","T","HG",2002-03-18,8.3,10.2,0.8,2.7,2.4,1.102,0.037,NA,14,126,NA,0.005,0.744,NA,0.006,2.6
"297","T5a","T","WE",2002-03-19,8.2,11.4,1.3,3.8,5.2,4.229,0.121,NA,11,290,NA,0.255,3.588,NA,0.064,5.2
"298","M8","M","ND",2002-03-22,7.6,12.5,1.8,4.1,8,4.397,0.3,NA,8,275,NA,0.657,2.772,NA,0.095,9.5
"299","M7","M","ND",2002-03-22,7.6,12.3,2,4.6,5.5,4.351,0.278,NA,8,420,NA,0.648,2.746,NA,0.124,17.7
"300","M14","M","ND",2002-03-25,8.6,10,6.6,8.1,18.8,4.66,0.155,NA,10,330,NA,0.378,3.506,NA,0.036,128.5
"301","T11b","T","MR",2002-04-01,7.8,8,2.5,3.8,9,3.198,0.048,NA,18,140,NA,0.175,1.908,NA,NA,NA
"302","M15","M","ND",2002-04-01,8.7,8.2,7.4,6.5,18,3.851,0.149,NA,17,345,NA,0.185,2.28,NA,NA,NA
"303","T7a","T","KH",2002-04-01,8.7,11.2,5,8.9,9.9,6.404,0.52,NA,16,390,NA,0.567,4.484,NA,0.194,36
"304","T11a","T","MR",2002-04-01,8,7.9,2.4,3.1,9,3.268,0.038,NA,18,135,NA,0.29,1.895,NA,NA,NA
"305","M1","M","ND",2002-04-02,8,11.7,0.9,3,3.3,1.491,0.088,NA,11,162,NA,0.062,1.097,NA,0.027,5.5
"306","T9a","T","HG",2002-04-02,7.9,10,0.6,2,2.8,1.02,0.024,NA,18,134,NA,0.049,0.92,NA,NA,NA
"307","M10","M","ND",2002-04-03,8.6,11.6,5.9,9.3,23.6,5.592,0.267,NA,15,412,NA,0.613,3.33,NA,0.088,107.2
"308","T7b","T","KH",2002-04-03,7.8,7.9,4.9,10.4,11.1,7.209,0.619,NA,16,755,NA,0.587,5.078,NA,0.223,36.6
"309","M9","M","ND",2002-04-03,8.7,10.9,4.3,7.5,20.2,4.738,0.18,NA,16,230,NA,0.546,2.325,NA,NA,NA
"310","T3b","T","YG",2002-04-03,7.9,13,2.2,2.6,3.4,1.474,0.043,NA,13,340,NA,0.083,1.3,NA,NA,NA
"311","T3a","T","YG",2002-04-03,7.6,12.5,1.9,2.1,5.4,1.325,0.019,NA,12,310,NA,0.065,1.2,NA,NA,NA
"312","M11","M","ND",2002-04-03,8.5,12.3,6.2,9.5,23.4,5.788,0.205,NA,17,415,NA,0.632,3.388,NA,NA,NA
"313","T8a","T","HO",2002-04-04,9.7,15,2.7,5.4,6.1,2.769,0.05,NA,21,160,NA,0.075,1.924,NA,NA,NA
"314","M6","M","ND",2002-04-09,8.7,10.6,1.7,3.8,7.2,2.734,0.024,NA,15,190,NA,0.05,2.012,NA,NA,NA
"315","M4","M","ND",2002-04-09,8.3,10.1,1.4,3.4,6.4,2.582,0.03,NA,13,200,NA,0.07,2.346,NA,NA,NA
"316","M5","M","ND",2002-04-09,8.4,10,1.3,3.4,0.9,2.624,0.027,NA,13,190,NA,0.057,2.372,NA,NA,NA
"317","T5a","T","WE",2002-04-18,7.8,10.4,2.1,8.2,19.4,3.886,0.039,NA,15,180,NA,0.112,2.924,NA,NA,NA
"318","M14","M","ND",2002-04-25,7.6,8.3,6.2,8.1,19.8,4.058,0.16,NA,15,342,NA,0.387,2.371,NA,0.103,86.6
"319","M8","M","ND",2002-04-25,8,10.4,2.7,4.3,8.4,4.167,0.148,NA,13,255,NA,0.604,2.295,NA,NA,NA
"320","M7","M","ND",2002-04-25,8.2,10.5,3.2,5.2,3.8,4.024,0.134,NA,14,350,NA,0.582,2.438,NA,NA,NA
"321","M1","M","ND",2002-05-03,7.8,11,1.2,3.4,3.5,1.66,0.079,NA,13,162,NA,0.109,1.299,NA,0.04,4.2
"322","T7a","T","KH",2002-05-03,7.8,8.8,4.6,8.6,19.2,6.434,0.55,NA,18,310,NA,0.598,4.711,NA,0.2,30.7
"323","T3b","T","YG",2002-05-06,7.6,9.2,0.3,2.2,3.6,1.896,0.038,NA,16,340,NA,0.079,1.578,NA,NA,NA
"324","T3a","T","YG",2002-05-06,7.4,6.7,0.2,2.6,5.5,1.354,0.024,NA,17,320,NA,0.06,1.25,NA,NA,NA
"325","T9a","T","HG",2002-05-09,7.8,9.3,1.2,3.2,10.2,1.726,0.021,NA,21,122,NA,0.034,0.949,NA,NA,NA
"326","T5a","T","WE",2002-05-10,7.6,9.2,1.6,4.8,26,4.901,0.03,NA,18,150,NA,0.09,3.771,NA,NA,NA
"327","T8a","T","HO",2002-05-10,7.6,9.8,1.5,3.6,7.2,2.218,0.061,NA,17,86,NA,0.037,1.736,NA,NA,NA
"328","M6","M","ND",2002-05-13,7.7,9.1,0.9,3.2,15.7,3.944,0.036,NA,21,160,NA,0.07,3.766,NA,NA,NA
"329","M4","M","ND",2002-05-13,7.6,9.3,0.7,3.2,17.4,4.243,0.038,NA,22,170,NA,0.042,3.92,NA,NA,NA
"330","M5","M","ND",2002-05-13,7.6,8.8,0.6,3.2,13.2,4.157,0.042,NA,22,170,NA,0.038,3.915,NA,NA,NA
"331","M14","M","ND",2002-05-23,6.9,7.4,2.8,6.6,12.5,3.42,0.162,NA,18,256,NA,0.176,2.805,NA,0.061,23.2
"332","M10","M","ND",2002-05-29,8.1,9.2,3,6.8,34.8,5.669,0.274,NA,18,285,NA,0.73,3.452,NA,0.092,53
"333","T7b","T","KH",2002-05-29,7.8,7.8,3.7,8.9,12.4,7.288,0.632,NA,19,590,NA,0.489,5.12,NA,0.233,26.9
"334","M9","M","ND",2002-05-29,8.2,9.4,1.8,6,31.4,4.484,0.185,NA,18,180,NA,0.478,3.039,NA,NA,NA
"335","M8","M","ND",2002-05-29,7.8,8.8,2.2,3.9,20.9,3.985,0.18,NA,20,220,NA,0.397,3.339,NA,NA,NA
"336","M7","M","ND",2002-05-29,7.9,9,2.1,3.9,16.6,4.317,0.192,NA,20,210,NA,0.36,3.41,NA,NA,NA
"337","M11","M","ND",2002-05-29,8,9.4,2.7,6.6,33.5,5.318,0.221,NA,19,278,NA,0.766,3.256,NA,NA,NA
"338","T11b","T","MR",2002-05-30,6.2,8.9,1.9,4.2,5,2.674,0.072,NA,18,130,NA,0.172,2.211,NA,NA,NA
"339","M15","M","ND",2002-05-30,6.6,9.2,5.2,5.3,13,2.857,0.149,NA,19,250,NA,0.324,2.347,NA,NA,NA
"340","T11a","T","MR",2002-05-30,6.5,9.2,1.4,2.5,7,2.933,0.038,NA,18,125,NA,0.047,1.929,NA,NA,NA
"341","M6","M","ND",2002-06-03,8.4,9.4,1.4,4,10.6,2.018,0.055,NA,25,160,NA,0.215,1.624,NA,0.044,23.5
"342","M4","M","ND",2002-06-03,8,8.6,0.9,4,7.2,2.466,0.043,NA,24,160,NA,0.103,1.612,NA,0.028,11.6
"343","M5","M","ND",2002-06-03,8,8.8,1,4,5.8,2.354,0.036,NA,24,160,NA,0.193,1.524,NA,0.032,4.4
"344","T9a","T","HG",2002-06-03,7.2,7.4,0.8,2.8,5.6,4.198,0.202,NA,24,141,NA,0.623,1.061,NA,0.037,5.2
"345","T3b","T","YG",2002-06-05,8.3,11.8,0.3,3,4.8,2.189,0.038,NA,28,299,NA,0.011,1.669,NA,0.026,1.1
"346","T3a","T","YG",2002-06-05,8.1,11.5,0.2,2.7,9.1,1.838,0.024,NA,28,298,NA,0.014,1.376,NA,0.014,0.7
"347","T5a","T","WE",2002-06-11,7.9,10.2,2.5,9.2,8.3,2.857,0.033,NA,28,360,NA,0.053,1.624,NA,0.019,14.3
"348","M14","M","ND",2002-06-20,7.9,8.2,3.3,7.4,16.2,2.61,0.1,NA,24,433,NA,0.146,1.845,NA,0.031,74.6
"349","M8","M","ND",2002-06-22,8.6,9.6,2.7,5.4,20.8,2.694,0.145,NA,22,235,NA,0.194,1.992,NA,0.127,44.2
"350","M7","M","ND",2002-06-22,8.4,9.7,3,5.6,16.8,2.718,0.132,NA,23,315,NA,0.166,1.919,NA,0.1,32.2
"351","M10","M","ND",2002-06-27,9.5,11,6,9.8,22.6,5.257,0.204,NA,23,432,NA,0.522,3.32,NA,0.106,66.3
"352","T7b","T","KH",2002-06-27,8.7,9.6,5.7,11.5,19.5,7.378,0.676,NA,23,895,NA,0.5,5.384,NA,0.403,68.1
"353","M9","M","ND",2002-06-27,9.2,9.8,4.4,6.8,28,4.477,0.118,NA,25,235,NA,0.509,2.321,NA,0.063,128.3
"354","T11b","T","MR",2002-06-27,6.7,2.6,5.4,7.3,9,3.172,0.082,NA,18,4200,NA,0.331,2.317,NA,0.026,82.4
"355","M15","M","ND",2002-06-27,6,4.6,4.4,7,5,3.15,0.091,NA,10,155,NA,0.335,2.403,NA,0.037,44.4
"356","T11a","T","MR",2002-06-27,6.5,3.3,1.6,3.9,2,2.932,0.029,NA,18,260,NA,0.106,2.146,NA,0.017,6.6
"357","M11","M","ND",2002-06-27,9.7,12.4,6.3,9.7,24.7,5.546,0.249,NA,26,422,NA,0.546,3.421,NA,0.242,117.8
"358","M1","M","ND",2002-06-28,7.5,9.2,0.9,3.4,2.4,1.845,0.058,NA,14,168,NA,0.062,1.587,NA,0.03,4.6
"359","T8a","T","HO",2002-06-28,9,11.5,2.1,5.2,4.8,1.879,0.04,NA,27,130,NA,0.045,1.096,NA,0.03,5.2
"360","T7a","T","KH",2002-06-30,9.3,11.4,4.5,9.4,10.4,6.647,0.517,NA,25,492,NA,0.523,4.572,NA,0.43,40.3
"361","T11b","T","MR",2002-07-02,8.1,11.4,2.2,4,3,3.469,0.112,NA,24,195,NA,0.097,2.85,NA,NA,NA
"362","M15","M","ND",2002-07-02,8.2,10.7,2.8,6.3,9,2.524,0.113,NA,24,250,NA,0.211,1.82,NA,NA,NA
"363","M1","M","ND",2002-07-02,7,8.7,1,3.6,2.2,2.492,0.122,NA,16,165,NA,0.196,1.553,NA,NA,5.9
"364","T11a","T","MR",2002-07-02,7.7,8.9,0.6,2.5,6,3.164,0.057,NA,23,160,NA,0.117,2.362,NA,NA,NA
"365","M10","M","ND",2002-07-03,8.6,9.2,4,7.4,27.4,4.606,0.195,NA,26,358,NA,0.291,2.372,NA,0.104,51.1
"366","T7b","T","KH",2002-07-03,8.2,8.7,3.9,10.8,15.7,7.287,0.585,NA,25,810,NA,0.318,4.366,NA,0.255,51.3
"367","M9","M","ND",2002-07-03,8.2,8.8,3.2,6.3,20,4.018,0.103,NA,25,228,NA,0.361,1.831,NA,NA,NA
"368","T3b","T","YG",2002-07-03,7.5,10.3,0.2,2,3.2,1.382,0.019,NA,28,330,NA,0.011,1.131,NA,NA,NA
"369","T7a","T","KH",2002-07-03,8.4,9.7,3.8,10,10.7,6.429,0.518,NA,25,445,NA,0.304,3.829,NA,0.235,43.5
"370","T3a","T","YG",2002-07-03,7.1,10.7,0.2,2.7,3.6,1.272,0.019,NA,25,329,NA,0.012,1.051,NA,NA,NA
"371","M11","M","ND",2002-07-03,8.5,9.5,4,7.4,21,5.124,0.253,NA,25,375,NA,0.33,2.957,NA,NA,NA
"372","T9a","T","HG",2002-07-10,7.7,8.7,1.2,3.2,13.6,1.717,0.058,NA,23,113,NA,0.01,1.639,NA,NA,NA
"373","M6","M","ND",2002-07-12,7.9,8.3,1.6,2.8,17.8,3,0.069,NA,28,180,NA,0.277,2.042,NA,NA,NA
"374","M4","M","ND",2002-07-12,7.7,7.8,1.1,3.2,17,2.874,0.085,NA,27,170,NA,0.142,2.176,NA,NA,NA
"375","M5","M","ND",2002-07-12,7.8,7.5,1.2,2.6,8.2,3.117,0.097,NA,27,190,NA,0.165,2.089,NA,NA,NA
"376","T5a","T","WE",2002-07-18,8.3,10,2.4,5,6.8,2.929,0.057,NA,32,280,NA,0.14,1.766,NA,NA,NA
"377","M14","M","ND",2002-07-26,7.3,8.3,2.8,5.2,26,2.62,0.139,NA,24,262,NA,0.105,1.868,NA,0.16,36.2
"378","M8","M","ND",2002-07-27,7.9,9.6,2.1,4.7,18.8,3.538,0.111,NA,25,215,NA,0.192,2.062,NA,NA,NA
"379","M7","M","ND",2002-07-27,8,9.7,2.4,4.6,18.7,3.836,0.106,NA,26,190,NA,0.169,2.035,NA,NA,NA
"380","T8a","T","HO",2002-07-28,8.3,11.1,2.7,5,3.4,3.117,0.102,NA,27,170,NA,0.163,1.517,NA,NA,NA
